case_id,invoice_id,activity,timestamp,system,role,user_id,invoice_amount,currency,country,vendor_id,vendor_risk,po_number,exception_type,status,is_hidden_step,hidden_issue_type
CASE-00001,INV-000001,Invoice received,2026-01-05T08:06:00,Coupa,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Validate invoice data,2026-01-05T08:30:00,Coupa,AP Clerk,ap18,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Check PO exists,2026-01-05T08:48:00,SAP,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Run three-way match,2026-01-05T09:18:00,SAP,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Classify exception,2026-01-05T09:30:00,ServiceNow,AP Clerk,ap18,8264.86,EUR,DE,V2186,low,PO961168,price_mismatch,completed,False,
CASE-00001,INV-000001,Create price mismatch ticket,2026-01-05T09:42:00,ServiceNow,System,system,8264.86,EUR,DE,V2186,low,PO961168,price_mismatch,completed,False,
CASE-00001,INV-000001,AP review price mismatch,2026-01-09T11:15:14.098299,ServiceNow,AP Clerk,ap18,8264.86,EUR,DE,V2186,low,PO961168,price_mismatch,completed,False,
CASE-00001,INV-000001,Correction for price mismatch,2026-01-09T16:26:10.054737,SAP,Procurement Specialist,ap18,8264.86,EUR,DE,V2186,low,PO961168,price_mismatch,completed,False,
CASE-00001,INV-000001,Run three-way match,2026-01-09T16:50:10.054737,SAP,System,system,8264.86,EUR,DE,V2186,low,PO961168,price_mismatch,completed,False,
CASE-00001,INV-000001,Run duplicate invoice check,2026-01-09T17:02:10.054737,SAP,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Check vendor risk,2026-01-09T17:14:10.054737,Vendor Master Data,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Check approval threshold,2026-01-09T17:20:10.054737,SAP,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Auto approve for payment scheduling,2026-01-09T17:26:10.054737,SAP,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Schedule payment,2026-01-10T01:57:35.121130,Payment System,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Send remittance notice,2026-01-10T02:03:35.121130,Payment System,System,system,8264.86,EUR,DE,V2186,low,PO961168,,completed,False,
CASE-00001,INV-000001,Invoice paid,2026-01-10T02:09:35.121130,Payment System,System,system,8264.86,EUR,DE,V2186,low,PO961168,,paid,False,
CASE-00002,INV-000002,Invoice received,2026-01-05T08:13:00,Coupa,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Validate invoice data,2026-01-05T08:37:00,Coupa,AP Clerk,ap19,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Check PO exists,2026-01-05T08:55:00,SAP,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Run three-way match,2026-01-05T09:25:00,SAP,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Classify exception,2026-01-05T09:37:00,ServiceNow,AP Clerk,ap19,23699.38,EUR,IT,V2013,low,PO705136,missing_gr,completed,False,
CASE-00002,INV-000002,Request goods receipt confirmation,2026-01-05T20:54:53.457598,SAP,Procurement Specialist,ap19,23699.38,EUR,IT,V2013,low,PO705136,missing_gr,completed,False,
CASE-00002,INV-000002,Run three-way match,2026-01-05T21:18:53.457598,SAP,System,system,23699.38,EUR,IT,V2013,low,PO705136,missing_gr,completed,False,
CASE-00002,INV-000002,Run duplicate invoice check,2026-01-05T21:30:53.457598,SAP,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Check vendor risk,2026-01-05T21:42:53.457598,Vendor Master Data,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Check approval threshold,2026-01-05T21:48:53.457598,SAP,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Finance manager approval,2026-01-06T15:23:16.978536,SAP,Finance Manager,ap19,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Schedule payment,2026-01-07T01:55:01.417679,Payment System,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Send remittance notice,2026-01-07T02:01:01.417679,Payment System,System,system,23699.38,EUR,IT,V2013,low,PO705136,,completed,False,
CASE-00002,INV-000002,Invoice paid,2026-01-07T02:07:01.417679,Payment System,System,system,23699.38,EUR,IT,V2013,low,PO705136,,paid,False,
CASE-00003,INV-000003,Invoice received,2026-01-05T08:20:00,Coupa,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Validate invoice data,2026-01-05T08:44:00,Coupa,AP Clerk,ap18,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Check PO exists,2026-01-05T09:02:00,SAP,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Run three-way match,2026-01-05T09:32:00,SAP,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Run duplicate invoice check,2026-01-05T09:44:00,SAP,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Check vendor risk,2026-01-05T09:56:00,Vendor Master Data,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Check approval threshold,2026-01-05T10:02:00,SAP,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Auto approve for payment scheduling,2026-01-05T10:08:00,SAP,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Schedule payment,2026-01-05T17:51:29.333736,Payment System,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Send remittance notice,2026-01-05T17:57:29.333736,Payment System,System,system,4722.98,EUR,NL,V7101,low,PO202163,,completed,False,
CASE-00003,INV-000003,Invoice paid,2026-01-05T18:03:29.333736,Payment System,System,system,4722.98,EUR,NL,V7101,low,PO202163,,paid,False,
CASE-00004,INV-000004,Invoice received,2026-01-05T08:27:00,Coupa,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Validate invoice data,2026-01-05T08:51:00,Coupa,AP Clerk,ap25,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Check PO exists,2026-01-05T09:09:00,SAP,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Run three-way match,2026-01-05T09:39:00,SAP,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Classify exception,2026-01-05T09:51:00,ServiceNow,AP Clerk,ap25,23105.17,EUR,NL,V3945,low,PO832948,quantity_mismatch,completed,False,
CASE-00004,INV-000004,Create quantity mismatch ticket,2026-01-05T10:03:00,ServiceNow,System,system,23105.17,EUR,NL,V3945,low,PO832948,quantity_mismatch,completed,False,
CASE-00004,INV-000004,AP review quantity mismatch,2026-01-10T08:08:48.427293,ServiceNow,AP Clerk,ap25,23105.17,EUR,NL,V3945,low,PO832948,quantity_mismatch,completed,False,
CASE-00004,INV-000004,Correction for quantity mismatch,2026-01-10T14:30:29.163327,SAP,Procurement Specialist,ap25,23105.17,EUR,NL,V3945,low,PO832948,quantity_mismatch,completed,False,
CASE-00004,INV-000004,Run three-way match,2026-01-10T14:54:29.163327,SAP,System,system,23105.17,EUR,NL,V3945,low,PO832948,quantity_mismatch,completed,False,
CASE-00004,INV-000004,Run duplicate invoice check,2026-01-10T15:06:29.163327,SAP,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Check vendor risk,2026-01-10T15:18:29.163327,Vendor Master Data,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Check approval threshold,2026-01-10T15:24:29.163327,SAP,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Finance manager approval,2026-01-11T13:48:19.818298,SAP,Finance Manager,ap25,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Schedule payment,2026-01-11T23:51:45.477069,Payment System,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Send remittance notice,2026-01-11T23:57:45.477069,Payment System,System,system,23105.17,EUR,NL,V3945,low,PO832948,,completed,False,
CASE-00004,INV-000004,Invoice paid,2026-01-12T00:03:45.477069,Payment System,System,system,23105.17,EUR,NL,V3945,low,PO832948,,paid,False,
CASE-00005,INV-000005,Invoice received,2026-01-05T08:34:00,Coupa,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Validate invoice data,2026-01-05T08:58:00,Coupa,AP Clerk,ap18,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Check PO exists,2026-01-05T09:16:00,SAP,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Run three-way match,2026-01-05T09:46:00,SAP,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Run duplicate invoice check,2026-01-05T09:58:00,SAP,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Check vendor risk,2026-01-05T10:10:00,Vendor Master Data,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Check approval threshold,2026-01-05T10:16:00,SAP,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Auto approve for payment scheduling,2026-01-05T10:22:00,SAP,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Schedule payment,2026-01-05T18:00:58.713541,Payment System,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Send remittance notice,2026-01-05T18:06:58.713541,Payment System,System,system,4011.62,EUR,DE,V2271,low,PO901710,,completed,False,
CASE-00005,INV-000005,Invoice paid,2026-01-05T18:12:58.713541,Payment System,System,system,4011.62,EUR,DE,V2271,low,PO901710,,paid,False,
CASE-00006,INV-000006,Invoice received,2026-01-05T08:41:00,Coupa,System,system,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
CASE-00006,INV-000006,Validate invoice data,2026-01-05T09:05:00,Coupa,AP Clerk,ap24,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
CASE-00006,INV-000006,Check PO exists,2026-01-05T09:23:00,SAP,System,system,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
CASE-00006,INV-000006,Run three-way match,2026-01-05T09:53:00,SAP,System,system,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
CASE-00006,INV-000006,Run duplicate invoice check,2026-01-05T10:05:00,SAP,System,system,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
CASE-00006,INV-000006,Check vendor risk,2026-01-05T10:17:00,Vendor Master Data,System,system,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
CASE-00006,INV-000006,Compliance review,2026-01-07T13:04:37.585740,Vendor Master Data,Compliance Officer,ap24,21039.2,EUR,FR,V2064,high,PO163616,,completed,False,
